code,nom,cdc_concerne,fichier_source,ligne_pdf,type,base_code,base_nom,numero_ug,numero_ca,debut_occupation,fin_occupation,tantieme,reliquat
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1104,tantieme,SRC,Base de répart. Charges,065821,528891,13/11/2023,,108.35,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1105,tantieme,SRC,Base de répart. Charges,065822,056105,15/07/1974,,151.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1106,tantieme,SRC,Base de répart. Charges,065823,056106,15/01/1974,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1107,tantieme,SRC,Base de répart. Charges,065824,513416,02/12/2021,,135.81,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1108,tantieme,SRC,Base de répart. Charges,065825,525500,07/06/2023,,109.85,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1109,tantieme,SRC,Base de répart. Charges,065826,413724,16/02/2011,,155.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1110,tantieme,SRC,Base de répart. Charges,065827,498377,23/12/2019,,179.42,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1111,tantieme,SRC,Base de répart. Charges,065828,056112,01/04/1998,,130.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1112,tantieme,SRC,Base de répart. Charges,065829,056113,15/06/1974,20/03/2024,103.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1113,tantieme,SRC,Base de répart. Charges,065830,443951,14/04/2014,,157.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1114,tantieme,SRC,Base de répart. Charges,065831,056115,01/02/1974,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1115,tantieme,SRC,Base de répart. Charges,065832,405261,22/03/2010,,133.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1116,tantieme,SRC,Base de répart. Charges,065833,465396,18/07/2016,,110.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1117,tantieme,SRC,Base de répart. Charges,065834,056118,15/01/1974,,151.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1118,tantieme,SRC,Base de répart. Charges,065835,056119,15/02/1983,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1119,tantieme,SRC,Base de répart. Charges,065836,056120,15/07/1981,,127.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1120,tantieme,SRC,Base de répart. Charges,065837,056121,15/11/1980,,103.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1121,tantieme,SRC,Base de répart. Charges,065838,056122,01/11/1996,,153.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1122,tantieme,SRC,Base de répart. Charges,065839,490126,08/03/2019,,184.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1123,tantieme,SRC,Base de répart. Charges,065840,468477,26/12/2007,,105.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1124,tantieme,SRC,Base de répart. Charges,145210,000000,01/01/2000,,5.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1132,tantieme,STO,Base taxe ordur menag,065768,528132,11/10/2023,,122.48,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1133,tantieme,STO,Base taxe ordur menag,065769,245169,15/05/2003,,114.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1134,tantieme,STO,Base taxe ordur menag,065770,056050,01/04/1976,,68.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1135,tantieme,STO,Base taxe ordur menag,065771,459471,24/02/2016,,124.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1136,tantieme,STO,Base taxe ordur menag,065772,309739,17/05/2005,,96.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1137,tantieme,STO,Base taxe ordur menag,065773,434759,27/05/2013,,146.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1138,tantieme,STO,Base taxe ordur menag,065774,056054,01/01/1984,,106.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1139,tantieme,STO,Base taxe ordur menag,065775,487596,05/10/2018,,67.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1140,tantieme,STO,Base taxe ordur menag,065776,482731,09/03/2018,,133.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1141,tantieme,STO,Base taxe ordur menag,065777,489480,02/01/2019,07/06/2024,107.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1142,tantieme,STO,Base taxe ordur menag,065778,056060,10/05/2000,,159.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1143,tantieme,STO,Base taxe ordur menag,065779,056061,01/01/1987,,168.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1144,tantieme,STO,Base taxe ordur menag,065780,056062,01/11/1979,,125.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1145,tantieme,STO,Base taxe ordur menag,065781,274675,21/05/2004,,107.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1146,tantieme,STO,Base taxe ordur menag,065782,399987,09/10/2009,,154.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1147,tantieme,STO,Base taxe ordur menag,065783,056065,01/05/1997,,174.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1148,tantieme,STO,Base taxe ordur menag,065784,056066,13/10/1999,,129.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1149,tantieme,STO,Base taxe ordur menag,065785,520791,20/10/2022,,108.10,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1150,tantieme,STO,Base taxe ordur menag,065786,056068,15/04/1983,,149.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1151,tantieme,STO,Base taxe ordur menag,065787,523454,06/03/2023,,178.36,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1152,tantieme,STO,Base taxe ordur menag,065788,469631,25/11/2016,,132.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1153,tantieme,STO,Base taxe ordur menag,065789,056071,01/08/1996,,83.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1154,tantieme,STO,Base taxe ordur menag,065790,494657,18/07/2019,,158.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1155,tantieme,STO,Base taxe ordur menag,065791,056073,15/01/1974,,168.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1156,tantieme,STO,Base taxe ordur menag,065792,056074,01/03/1997,,129.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1157,tantieme,STO,Base taxe ordur menag,065793,502394,07/08/2020,,105.10,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1158,tantieme,STO,Base taxe ordur menag,065794,496880,29/10/2019,,158.94,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1159,tantieme,STO,Base taxe ordur menag,065795,472260,17/02/2017,,178.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1160,tantieme,STO,Base taxe ordur menag,065796,433758,08/04/2013,,129.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1161,tantieme,STO,Base taxe ordur menag,065797,460566,21/03/2016,,109.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1162,tantieme,STO,Base taxe ordur menag,065798,427015,06/09/2012,,159.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1163,tantieme,STO,Base taxe ordur menag,065799,239872,30/05/2003,,177.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1164,tantieme,STO,Base taxe ordur menag,065800,056083,01/05/1974,,125.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1165,tantieme,STO,Base taxe ordur menag,065801,164807,07/10/2004,10/10/2024,109.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1166,tantieme,STO,Base taxe ordur menag,065802,204295,30/07/2002,,158.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1167,tantieme,STO,Base taxe ordur menag,065803,463158,02/05/2016,,182.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1168,tantieme,STO,Base taxe ordur menag,065804,451943,16/03/2015,,129.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1169,tantieme,STO,Base taxe ordur menag,065805,504080,02/11/2020,,108.60,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1170,tantieme,STO,Base taxe ordur menag,065806,056088,15/08/1979,,149.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1171,tantieme,STO,Base taxe ordur menag,065807,425900,11/07/2012,,174.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1178,tantieme,STO,Base taxe ordur menag,065808,511036,30/08/2021,,135.81,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1179,tantieme,STO,Base taxe ordur menag,065809,462243,06/04/2016,,110.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1180,tantieme,STO,Base taxe ordur menag,065810,409161,09/08/2010,,157.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1181,tantieme,STO,Base taxe ordur menag,065811,212668,01/03/2006,,177.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1182,tantieme,STO,Base taxe ordur menag,065812,152236,23/11/2001,,130.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1183,tantieme,STO,Base taxe ordur menag,065813,056095,01/10/1976,,103.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1184,tantieme,STO,Base taxe ordur menag,065814,056096,01/01/1998,,153.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1185,tantieme,STO,Base taxe ordur menag,065815,444269,28/05/2014,,177.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1186,tantieme,STO,Base taxe ordur menag,065816,056098,01/03/1984,,127.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1187,tantieme,STO,Base taxe ordur menag,065817,526328,03/07/2023,,109.85,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1188,tantieme,STO,Base taxe ordur menag,065818,056100,01/02/1974,,151.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1189,tantieme,STO,Base taxe ordur menag,065819,167624,29/01/2000,,178.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1190,tantieme,STO,Base taxe ordur menag,065820,520455,28/09/2022,,133.21,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1191,tantieme,STO,Base taxe ordur menag,065821,528891,13/11/2023,,108.35,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1192,tantieme,STO,Base taxe ordur menag,065822,056105,15/07/1974,,151.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1193,tantieme,STO,Base taxe ordur menag,065823,056106,15/01/1974,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1194,tantieme,STO,Base taxe ordur menag,065824,513416,02/12/2021,,135.81,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1195,tantieme,STO,Base taxe ordur menag,065825,525500,07/06/2023,,109.85,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1196,tantieme,STO,Base taxe ordur menag,065826,413724,16/02/2011,,155.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1197,tantieme,STO,Base taxe ordur menag,065827,498377,23/12/2019,,179.42,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1198,tantieme,STO,Base taxe ordur menag,065828,056112,01/04/1998,,130.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1199,tantieme,STO,Base taxe ordur menag,065829,056113,15/06/1974,20/03/2024,103.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1200,tantieme,STO,Base taxe ordur menag,065830,443951,14/04/2014,,157.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1201,tantieme,STO,Base taxe ordur menag,065831,056115,01/02/1974,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1202,tantieme,STO,Base taxe ordur menag,065832,405261,22/03/2010,,133.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1203,tantieme,STO,Base taxe ordur menag,065833,465396,18/07/2016,,110.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1204,tantieme,STO,Base taxe ordur menag,065834,056118,15/01/1974,,151.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1205,tantieme,STO,Base taxe ordur menag,065835,056119,15/02/1983,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1206,tantieme,STO,Base taxe ordur menag,065836,056120,15/07/1981,,127.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1207,tantieme,STO,Base taxe ordur menag,065837,056121,15/11/1980,,103.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1208,tantieme,STO,Base taxe ordur menag,065838,056122,01/11/1996,,153.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1209,tantieme,STO,Base taxe ordur menag,065839,490126,08/03/2019,,184.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1210,tantieme,STO,Base taxe ordur menag,065840,468477,26/12/2007,,105.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,1211,tantieme,STO,Base taxe ordur menag,145210,000000,01/01/2000,,5.00,0.00
